Case,Standard,Chen,EKF_LE,AFEKF
Case1_Clean_Pipe1,1.33800811840132,1.3380081184013,1.34278625706164,1.3488725794052
Case2_20dB_Pipe1,439.842967014898,1.93563454675217,2.16902414253963,1.41089270682294
Case1_Clean_Pipe2,1.36161734263827,1.36161734263825,1.36100640238179,1.36787815424175
Case2_20dB_Pipe2,86.7795156641297,1.5075336562212,1.50757449163539,1.41963272032522
Case1_Clean_Pipe3,1.66666916235799,1.66666916235797,1.66743775065714,1.67490868565621
Case2_20dB_Pipe3,106.936391231671,1.92833578590455,1.93188410886584,1.78463696567261
Case1_Clean_Pipe4,0.619212001094116,0.619212001094116,0.652038502920037,0.655644518311124
Case2_20dB_Pipe4,218.538661240879,0.655084322203813,0.607083063045939,0.599026166724081
Case1_Clean_Pipe5,0.417625526820779,0.417625526820779,0.414424531153213,0.41844459714603
Case2_20dB_Pipe5,32.3497711482484,0.385556214248538,0.472034826791146,0.413491128612544
Case1_Clean_Pipe7,0.506799278130295,0.506799278130289,0.506062756901994,0.512560584923963
Case2_20dB_Pipe7,42.4776889411864,0.638534899731644,0.55351386457241,0.514293201472788
Case1_Clean_Pipe8,0.348262811379099,0.348262811379099,0.348585668941899,0.357515459457674
Case2_20dB_Pipe8,60.4973758168709,0.355962750599913,0.554217868002482,0.443461979184679
Case1_Clean_Pipe10,0.759920415165203,0.7599204151652,0.759359417624026,0.765655181784044
Case2_20dB_Pipe10,79.3384216668165,0.785726504206556,0.819905872233707,0.778318327864686
Case3_Outlier_Leak_Pipe1,508.812753869503,3.00078781645259,2.31744791698098,1.33109173822373
Case3_Outlier_Leak_Pipe5,68.3157294347445,2.4466212955635,0.851264515333707,0.73881291936225
