Case,Standard,Chen,EKF_LE,AFEKF
Case1_Clean_Pipe1,1.11051042277989,1.1105104227799,1.11157639257833,1.11717716469521
Case2_20dB_Pipe1,316.381063236355,2.13559662929144,2.0994283675926,1.17520906719151
Case1_Clean_Pipe2,1.19682539830304,1.19682539830305,1.19651898214584,1.20465097118874
Case2_20dB_Pipe2,95.6527009447258,1.34118354158522,1.28313160192338,1.25839575962056
Case1_Clean_Pipe3,1.36339942023013,1.36339942023014,1.36497057068339,1.37089209346492
Case2_20dB_Pipe3,131.943084283252,2.35073041491391,1.46585627797247,1.38734479337265
Case1_Clean_Pipe4,0.654334619279771,0.654334619279768,0.663293798566509,0.669708654359848
Case2_20dB_Pipe4,26.8767579123222,0.713645486620304,0.745423013457072,0.658159617984707
Case1_Clean_Pipe5,0.436848841844234,0.436848841844232,0.480160213221702,0.484122391468815
Case2_20dB_Pipe5,32.9312232727282,0.436400297694569,0.540658421988212,0.438493343232779
Case1_Clean_Pipe7,0.542645134616019,0.542645134616029,0.556585540173165,0.561959447051588
Case2_20dB_Pipe7,60.7493649696572,0.614418923818026,0.607910856892076,0.561141726135278
Case1_Clean_Pipe8,0.365371890416576,0.365371890416575,0.509458502869104,0.51323967051641
Case2_20dB_Pipe8,39.308452117414,0.346287220022216,0.630446373682691,0.450342402847678
Case1_Clean_Pipe10,0.710723158528328,0.710723158528334,0.711866883335039,0.71429935038529
Case2_20dB_Pipe10,43.1158070472413,0.770983843450958,0.75597316112898,0.730272567082676
Case3_Outlier_Leak_Pipe1,561.894691153134,3.11896837977168,2.11382835218753,1.23208813471723
Case3_Outlier_Leak_Pipe5,73.0549668526454,2.24893926601939,0.868822356329627,0.995372803315582
