Case,Standard,Chen,EKF_LE,AFEKF
Case1_Clean_Pipe1,1.19641180605039,1.19641180605041,1.19987825895062,1.20504066009944
Case2_20dB_Pipe1,573.886603317512,2.96122839186795,2.33705286664151,1.23875857351804
Case1_Clean_Pipe2,1.35196273460992,1.35196273460992,1.35003647848066,1.35857161470404
Case2_20dB_Pipe2,104.780103525827,1.49469008830698,1.48193968206419,1.39474297240773
Case1_Clean_Pipe3,1.5659086976517,1.56590869765171,1.58164817842617,1.5749389779085
Case2_20dB_Pipe3,105.326719627866,2.47825387491152,1.70944799130275,1.63233546237539
Case1_Clean_Pipe4,0.789383443847429,0.789383443847427,0.791026842502494,0.797761444690031
Case2_20dB_Pipe4,54.0579056838047,0.830182237461655,0.828478115604257,0.843903122611904
Case1_Clean_Pipe5,0.500174619019581,0.500174619019582,0.50124627329205,0.506888922937489
Case2_20dB_Pipe5,76.1975932673296,0.528384626301138,0.580592913558681,0.593053781109356
Case1_Clean_Pipe7,0.521154007002993,0.521154007002998,0.516336377769109,0.522607769723425
Case2_20dB_Pipe7,42.9230791232954,0.603779615782225,0.679087594740898,0.533963024537661
Case1_Clean_Pipe8,0.323521865757029,0.32352186575703,0.323327853511044,0.330551169410057
Case2_20dB_Pipe8,65.9481842536794,0.331077444043815,0.57162785090309,0.347270075540158
Case1_Clean_Pipe10,0.824446874162014,0.824446874162024,0.823714089908432,0.828653956460869
Case2_20dB_Pipe10,102.711436555356,0.90060887890039,0.841616642309725,0.843644573250527
Case3_Outlier_Leak_Pipe1,382.208075963836,2.30698820513273,2.42038207097466,1.35560885619238
Case3_Outlier_Leak_Pipe5,22.1000872149205,2.30606142178554,0.886507658129239,0.899263820140994
