Case,Standard,Chen,EKF_LE,AFEKF
Case1_Clean_Pipe1,1.09345032898112,1.09345032898112,1.09462575935294,1.12180366713054
Case2_20dB_Pipe1,597.310784415035,2.80623178828475,2.14685298284268,1.11316948508234
Case1_Clean_Pipe2,1.17113719532738,1.17113719532737,1.1702702402216,1.17670044878462
Case2_20dB_Pipe2,70.683004914328,1.57002656339182,1.38391070780233,1.21979427761452
Case1_Clean_Pipe3,1.39760053484191,1.3976005348419,1.3975693317055,1.4064955143163
Case2_20dB_Pipe3,93.0116716850705,2.49352880495849,1.56212932010464,1.47297784975007
Case1_Clean_Pipe4,0.626442632122222,0.62644263212222,0.642324897694074,0.64690687019442
Case2_20dB_Pipe4,147.825926363013,0.64136650408968,0.70810560730935,0.641417611019016
Case1_Clean_Pipe5,0.414470824758575,0.414470824758574,0.481819254507613,0.484612059152305
Case2_20dB_Pipe5,23.8604830425998,0.422693010500526,0.709828460656504,0.576807950751139
Case1_Clean_Pipe7,0.542659326252957,0.542659326252956,0.548580269742035,0.554233189469484
Case2_20dB_Pipe7,87.9462622170418,0.833230566672919,0.606414687803056,0.556161997519052
Case1_Clean_Pipe8,0.357929325555088,0.357929325555085,0.414488324486491,0.418049249820932
Case2_20dB_Pipe8,28.6886959344329,0.333402097578296,0.522984612687244,0.45377655099683
Case1_Clean_Pipe10,0.663272914328677,0.663272914328651,0.664393727264065,0.667942044252902
Case2_20dB_Pipe10,73.2376682510564,0.681608957450289,0.67774044249553,0.665993054899056
Case3_Outlier_Leak_Pipe1,423.374664169329,2.40230712574284,1.97817111024816,1.04996091941092
Case3_Outlier_Leak_Pipe5,84.3977853476797,2.23299799801756,0.678295562137395,0.655952530321637
