Case,Standard,Chen,EKF_LE,AFEKF
Case1_Clean_Pipe1,1.25190698441788,1.25190698441787,1.27317380524295,1.28031329590579
Case2_20dB_Pipe1,489.342090006338,2.12740548397117,2.31611967593287,1.30370315283916
Case1_Clean_Pipe2,1.19418028054634,1.19418028054633,1.19304383240991,1.2012475230333
Case2_20dB_Pipe2,93.0609752842242,1.1397001247585,1.27469408615662,1.16279956322242
Case1_Clean_Pipe3,1.47012044150695,1.47012044150695,1.46847579334318,1.47655224729657
Case2_20dB_Pipe3,166.671711934076,2.30070075571253,1.54750090815487,1.44851043269819
Case1_Clean_Pipe4,0.661661117775613,0.661661117775612,0.657560003599275,0.664011584848322
Case2_20dB_Pipe4,46.5020493053786,0.723626655074335,0.710412494928921,0.631686954804023
Case1_Clean_Pipe5,0.433637989494344,0.433637989494343,0.43392643361127,0.441565612494403
Case2_20dB_Pipe5,25.3835184735549,0.401810268671841,0.691671313875966,0.384340534357901
Case1_Clean_Pipe7,0.633614669647578,0.63361466964758,0.640808473649755,0.647922585831332
Case2_20dB_Pipe7,43.7384367136918,0.695819434566162,0.773976996168534,0.653533126674429
Case1_Clean_Pipe8,0.369457380621216,0.369457380621214,0.405276237688189,0.413346697811308
Case2_20dB_Pipe8,72.9501682868774,0.368285282195857,0.747100833699808,0.393313566350685
Case1_Clean_Pipe10,0.774407207227669,0.774407207227656,0.774497466881712,0.779511009536769
Case2_20dB_Pipe10,35.5493767308696,0.788888031298825,0.758865829959746,0.756583966597302
Case3_Outlier_Leak_Pipe1,439.692305818112,2.13340013884161,2.04466902123485,1.22508406353126
Case3_Outlier_Leak_Pipe5,32.9697017625409,2.43622517760329,0.924916025171246,0.884750977135823
