Case,Standard,Chen,EKF_LE,AFEKF
Case1_Clean_Pipe1,1.52718576402533,1.52718576402532,1.52686230209071,1.53436790272422
Case2_20dB_Pipe1,554.169067579877,27.2477394585747,6.35968511112641,1.64877785865935
Case1_Clean_Pipe2,1.69742512146231,1.69742512146232,1.69759644626049,1.70542688235275
Case2_20dB_Pipe2,107.727306415678,12.5168785810175,1.99204578891667,1.78962783420391
Case1_Clean_Pipe3,2.07991595220605,2.07991595220605,2.07975203507738,2.08841932877825
Case2_20dB_Pipe3,51.0513509573834,5.39546975468327,2.4241689670124,2.18941865266244
Case1_Clean_Pipe4,0.931888868442986,0.931888868442985,0.931919077516953,0.935748446055234
Case2_20dB_Pipe4,45.3087702599856,2.32550905134295,0.88550659540947,0.89480086567606
Case1_Clean_Pipe5,0.654712703297836,0.654712703297835,0.654657718615668,0.66361248072131
Case2_20dB_Pipe5,34.15411937115,0.975629729558081,0.667148174687558,0.658445124405345
Case1_Clean_Pipe7,0.730830014871479,0.730830014871481,0.72992387156112,0.734973675179663
Case2_20dB_Pipe7,80.8019646911312,4.27697623344303,0.8581212321653,0.768615237277912
Case1_Clean_Pipe8,0.793345641624336,0.793345641624337,0.80129967366655,0.812872823870233
Case2_20dB_Pipe8,25.9210277558612,1.27320524251427,0.873516599385593,0.843452761601192
Case1_Clean_Pipe10,1.10243255096177,1.10243255096177,1.10160015269056,1.10717978389382
Case2_20dB_Pipe10,115.329421201673,5.75370316145687,1.20900581996919,1.11676669359288
Case3_Outlier_Leak_Pipe1,569.553943354576,17.1802891961066,6.02898389475913,1.68696093196118
Case3_Outlier_Leak_Pipe5,97.312198825462,1.3837213196382,0.658557311819587,0.673434678371981
