Case,Standard,Chen,EKF_LE,AFEKF
Case1_Clean_Pipe1,1.27069249845086,1.27069249845087,1.27116037314929,1.27264670027148
Case2_20dB_Pipe1,623.036454603929,19.3401059792454,5.72590416274262,1.34809672379187
Case1_Clean_Pipe2,1.07730988117206,1.07730988117206,1.07656634637322,1.07905430403952
Case2_20dB_Pipe2,109.492780742069,8.01637988316822,1.84240796816047,1.08980126521585
Case1_Clean_Pipe3,1.29179947050289,1.29179947050289,1.29211844048069,1.29467260847109
Case2_20dB_Pipe3,54.4319934099053,9.20221622895907,1.69039440258238,1.37427481112231
Case1_Clean_Pipe4,0.918053779994742,0.918053779994743,0.926473533846128,0.930061244987329
Case2_20dB_Pipe4,10.6827797305707,2.16955962169026,0.930727727102498,0.907760472657423
Case1_Clean_Pipe5,0.693697946866291,0.693697946866291,0.694569148294008,0.701962881382007
Case2_20dB_Pipe5,2.41936616268398,0.754520846044169,0.757078874710334,0.733564382492368
Case1_Clean_Pipe7,0.672709274842955,0.672709274842951,0.673329932730861,0.676344933377327
Case2_20dB_Pipe7,87.4670826581004,3.30156765398513,0.710017212355978,0.680969272633333
Case1_Clean_Pipe8,0.580370316247145,0.580370316247145,0.577054164785213,0.583877987407506
Case2_20dB_Pipe8,62.5918610169007,0.728247383990274,0.597363227833197,0.590125354039138
Case1_Clean_Pipe10,0.823157896097536,0.823157896097538,0.823109050068512,0.829530309732911
Case2_20dB_Pipe10,85.8163647580235,1.027055189712,0.925854871890274,0.886769874427156
Case3_Outlier_Leak_Pipe1,548.989809813422,27.5703096793683,5.63932472223457,1.39286766926488
Case3_Outlier_Leak_Pipe5,34.5395006146372,1.99164042877225,0.750174256594812,0.790274802919416
