Case,Standard,Chen,EKF_LE,AFEKF
Case1_Clean_Pipe1,1.48549437833602,1.48549437833602,1.48538294101775,1.48984483796029
Case2_20dB_Pipe1,551.396851776109,17.3656528868253,5.82073492876799,1.53776345110347
Case1_Clean_Pipe2,1.55259849286076,1.55259849286076,1.55260182861435,1.55806582400988
Case2_20dB_Pipe2,85.819277617553,8.02788272518351,2.0229579008899,1.6230360197489
Case1_Clean_Pipe3,1.76406264371681,1.76406264371681,1.76434292680401,1.77060093176393
Case2_20dB_Pipe3,76.750865220168,7.36723316251986,2.10218135602477,1.88460833646927
Case1_Clean_Pipe4,0.854027985804029,0.854027985804028,0.855321732307825,0.858420270581991
Case2_20dB_Pipe4,13.1704856576759,2.57995151662923,0.856963804058718,0.843813667735553
Case1_Clean_Pipe5,0.71197047889519,0.71197047889519,0.709346972270569,0.718362617358641
Case2_20dB_Pipe5,4.16775336878163,0.778445208386647,0.781808075602391,0.759543534148857
Case1_Clean_Pipe7,0.61227910341672,0.612279103416721,0.611312329867497,0.615450031528447
Case2_20dB_Pipe7,86.6554688095847,8.51708306686511,0.702539708794442,0.635472382275049
Case1_Clean_Pipe8,0.659329568397486,0.659329568397487,0.658987697935436,0.666056479546299
Case2_20dB_Pipe8,58.5616764422174,0.714576260203508,0.70987164678508,0.669188936477571
Case1_Clean_Pipe10,0.972651772983077,0.972651772983078,0.976536034563479,0.982366338665026
Case2_20dB_Pipe10,88.8712448157223,2.96233673477118,1.05526148293563,1.01389970073945
Case3_Outlier_Leak_Pipe1,639.365799665257,27.4224348698777,5.49090511622842,1.61049075504567
Case3_Outlier_Leak_Pipe5,31.9035567664648,2.08773221561791,0.719835450964477,0.770731980982717
