Case,Standard,Chen,EKF_LE,AFEKF
Case1_Clean_Pipe1,1.58884641614862,1.58884641614862,1.58926000400048,1.59585476902541
Case2_20dB_Pipe1,577.140142936581,14.9776059254384,5.82902225883534,1.67587689431483
Case1_Clean_Pipe2,1.75011103838802,1.75011103838802,1.75000107835176,1.75636596668985
Case2_20dB_Pipe2,107.671795873686,7.29919044399502,2.05876217429696,1.87458699519963
Case1_Clean_Pipe3,1.81431685810705,1.81431685810705,1.81433657419396,1.81915647245824
Case2_20dB_Pipe3,53.8514130560614,9.75673012578072,2.29644043930892,1.92071208015362
Case1_Clean_Pipe4,0.823577448951347,0.823577448951346,0.82299924698574,0.827629468731579
Case2_20dB_Pipe4,30.5307907252151,2.98029355090553,0.85430449278291,0.784769365986492
Case1_Clean_Pipe5,0.753526152691696,0.753526152691695,0.773287198306656,0.780564641941074
Case2_20dB_Pipe5,43.5914730136877,0.873058727579654,0.854432081944116,0.796470074277272
Case1_Clean_Pipe7,0.75779018353231,0.757790183532312,0.757387736095184,0.762504897146549
Case2_20dB_Pipe7,50.532844781677,7.02394125495188,0.962525746665957,0.786945479858443
Case1_Clean_Pipe8,0.677799533921575,0.677799533921576,0.67776911950161,0.68812363949512
Case2_20dB_Pipe8,36.8397063022126,0.761779053888212,0.802488066672076,0.737729254504595
Case1_Clean_Pipe10,0.925559586894233,0.925559586894236,0.942558919097956,0.948193296827001
Case2_20dB_Pipe10,49.0507386744396,1.74381638960528,0.970090787296056,0.931034164413202
Case3_Outlier_Leak_Pipe1,543.120935456881,12.5662138976374,5.86464460511971,1.67954526710415
Case3_Outlier_Leak_Pipe5,15.6652239442062,1.83398793227422,0.743168118574127,0.735039905488594
