Case,Pipe1_Standard,Pipe1_Chen,Pipe1_EKF_LE,Pipe1_AFEKF,Pipe2_Standard,Pipe2_Chen,Pipe2_EKF_LE,Pipe2_AFEKF,Pipe3_Standard,Pipe3_Chen,Pipe3_EKF_LE,Pipe3_AFEKF,Pipe4_Standard,Pipe4_Chen,Pipe4_EKF_LE,Pipe4_AFEKF,Pipe5_Standard,Pipe5_Chen,Pipe5_EKF_LE,Pipe5_AFEKF,Pipe7_Standard,Pipe7_Chen,Pipe7_EKF_LE,Pipe7_AFEKF,Pipe8_Standard,Pipe8_Chen,Pipe8_EKF_LE,Pipe8_AFEKF,Pipe10_Standard,Pipe10_Chen,Pipe10_EKF_LE,Pipe10_AFEKF,Flow_Standard,Flow_Chen,Flow_EKF_LE,Flow_AFEKF
Case1_Clean,1.78176133770264,1.78176133770264,1.78232319018453,1.79150642702583,1.97614436289745,1.97614436289745,1.97601988008514,1.98527740321044,2.15226966036514,2.15226966036514,2.15316470479102,2.16133922398183,0.808532022716153,0.808532022716154,0.808887252493451,0.813316605495205,0.575207936400901,0.575207936400901,0.575526078750466,0.582183877451572,0.726153929681332,0.726153929681331,0.724205227224013,0.728635170868895,0.596903110995205,0.596903110995205,0.589146987188162,0.596656206470008,1.08642027372625,1.08642027372625,1.08464251903009,1.09291239772147,2.96271853126007,2.96271853126007,2.96337638089267,2.96762781690414
Case2_20dB,551.724179151383,35.8768910330119,5.64440924490901,1.90302318134654,43.6580320361016,9.07811563341444,2.29239103441592,2.15106943163865,44.3073426854348,10.739872175314,2.62749302386402,2.34630998600448,15.8113192610683,3.90860131407977,0.833339339988901,0.840676082399606,3.73891676092279,1.13398913416881,0.624496375300861,0.615724745479797,114.845507388134,12.0412385171311,0.86930310563596,0.719682558834516,13.5586801627164,1.21677075758007,0.605072174918626,0.6028669412251,87.2325266976752,5.61757423211152,1.24417107558773,1.1417952820958,138.94355727062,12.8169527785574,3.37659444363728,3.07829304241412
