Case,Pipe1_Standard,Pipe1_Chen,Pipe1_EKF_LE,Pipe1_AFEKF,Pipe5_Standard,Pipe5_Chen,Pipe5_EKF_LE,Pipe5_AFEKF
Case1_Clean,1.42304461455411,1.1908984198449,1.19610236085637,1.21386918585187,0.716878189230121,0.464355536130784,0.465718978649117,0.477692044055519
Case2_10dB,14.1259190954777,1.18633797679865,1.27676327915737,1.25445256167296,1.75578144049573,0.514500775042909,0.508435847328106,0.490826719460608
Case2_20dB,49.039885327267,1.6871857815765,1.6288525734816,1.25422901748036,9.46951067733045,0.50861915907897,0.490460780652097,0.490464445985032
Case3_Outlier_Leak,14.9074109863579,1.22984675053106,1.16684556078376,1.15324983771735,5.04030612327831,3.73015481715075,1.88143338680296,1.88619487272058
Case4_Pure_Leak,1.38574239906262,1.165946074503,1.17838141426663,1.16922077823108,1.02050346420705,3.49442918705331,1.95519183258732,1.80601351963772
