Case,Standard,Chen,EKF_LE,AFEKF
Case1_Clean_Pipe1,1.85437707108329,1.85447654386882,1.85497639390523,1.81745019547439
Case2_20dB_Pipe1,586.215641069983,146.738817547622,1.91866670944922,1.86890225718702
Case1_Clean_Pipe2,1.95449236972774,1.95409914132026,1.95469898017854,1.92207048736468
Case2_20dB_Pipe2,58.2573358872202,61.8971231996279,2.09004729634299,2.05462630950399
Case1_Clean_Pipe3,2.18764730997382,2.18808963402005,2.18752980151496,2.15880356043042
Case2_20dB_Pipe3,68.8286527686095,21.6827766195658,2.30551177564758,2.26884380813914
Case1_Clean_Pipe4,0.921259635792475,0.921227649148822,0.926689213247497,0.923417061277443
Case2_20dB_Pipe4,5.03147100564969,13.1953291613432,0.843005612848982,0.836113798226928
Case1_Clean_Pipe5,0.799078443630434,0.797987498773522,0.799608819062398,0.787820189933839
Case2_20dB_Pipe5,1.55615581595172,7.3697733394781,0.802188595521473,0.786949983836489
Case1_Clean_Pipe7,0.810081059462327,0.812324002640592,0.808635366941486,0.799172053556228
Case2_20dB_Pipe7,13.0098045313706,7.27145286052785,0.849818152946326,0.839981167663269
Case1_Clean_Pipe8,0.887440123340522,0.865484556923813,0.886969550929917,0.870795790268922
Case2_20dB_Pipe8,18.8219274728592,6.63014185453204,0.919249686494584,0.901386604059
Case1_Clean_Pipe10,1.15020533391601,1.14777602751372,1.15051474278237,1.13571425134279
Case2_20dB_Pipe10,19.4041801871064,14.5093846332024,1.20139816464122,1.18549912401971
Case3_Outlier_Leak_Pipe1,570.615331978762,50.052969086803,1.79944227063177,1.7614346212074
Case3_Outlier_Leak_Pipe5,2.57759018524881,4.80444843597745,0.859537322488428,0.843672982618295
