Case,Standard,Chen,EKF_LE,AFEKF
Case1_Clean_Pipe1,1.55698891319461,1.55663021223392,1.55707536592087,1.56339832254421
Case2_20dB_Pipe1,528.730404789869,52.0653881050177,1.53749120786881,1.41459601116607
Case1_Clean_Pipe2,1.69308115335795,1.69350717489032,1.69323876689425,1.6962240083797
Case2_20dB_Pipe2,82.9974014712892,23.7847074256227,1.52396135381702,1.50367337509497
Case1_Clean_Pipe3,1.81985245818996,1.81955034185493,1.81978666520381,1.82124659599562
Case2_20dB_Pipe3,56.7533239612623,38.4944286585672,1.62705651018615,1.60586719076921
Case1_Clean_Pipe4,0.930009237547307,0.929998755634192,0.930294131535924,0.93151594353906
Case2_20dB_Pipe4,36.1504861176637,1.35080079810255,0.932456403645898,0.925654841008887
Case1_Clean_Pipe5,0.873937227723676,0.872449700693355,0.86424581235904,0.866969165161208
Case2_20dB_Pipe5,44.4758584792705,1.32685686423845,0.854608593744979,0.839517935594272
Case1_Clean_Pipe7,0.768560007696358,0.772848247687758,0.768863221184897,0.774290199132253
Case2_20dB_Pipe7,38.2029905989893,6.20157464864138,0.775860157090804,0.758638884342297
Case1_Clean_Pipe8,0.682310013015354,0.683558290373302,0.679555665546065,0.682121631175464
Case2_20dB_Pipe8,6.64762615967232,0.673343077060524,0.63064994296498,0.613795080330587
Case1_Clean_Pipe10,1.04306324346323,1.0430963163096,1.04332672426446,1.0424629243974
Case2_20dB_Pipe10,39.8717836479939,1.68229969140273,1.00049793336592,0.97691872890047
Case3_Outlier_Leak_Pipe1,525.009822390392,59.4574796906897,1.9789767331458,1.84499360423002
Case3_Outlier_Leak_Pipe5,41.9523680711718,3.82473213621874,0.907320132014446,0.839919626864948
