Case,Standard,Chen,EKF_LE,AFEKF
Case1_Clean_Pipe1,1.46291296342259,1.46304082135006,1.46288909954938,1.45043309496614
Case2_20dB_Pipe1,523.369977030637,63.9229652630906,1.56623257745154,1.54010268360288
Case1_Clean_Pipe2,1.56564915572545,1.56571154233343,1.56558764353313,1.55661821116063
Case2_20dB_Pipe2,72.434411660714,12.221712254516,1.6233924751319,1.60645957831583
Case1_Clean_Pipe3,1.77008984213908,1.77014254513697,1.76997646698332,1.76048586701844
Case2_20dB_Pipe3,79.8946586520731,27.2561767140768,1.89244978246481,1.84639653926974
Case1_Clean_Pipe4,0.902853541158946,0.902863009460782,0.902854780843551,0.902200268599857
Case2_20dB_Pipe4,10.7681341767387,14.7444753445321,0.857626454454656,0.861849233530026
Case1_Clean_Pipe5,0.886288931607103,0.886068593530133,0.886290055820275,0.884572789696971
Case2_20dB_Pipe5,24.0676077590964,7.08522143631645,0.865181901202092,0.860450027297751
Case1_Clean_Pipe7,0.795554155040566,0.795574162386475,0.795599869087521,0.794970377954954
Case2_20dB_Pipe7,36.3682005521827,12.4366680273039,0.831281173036667,0.822699449202556
Case1_Clean_Pipe8,0.749242595310164,0.750150912011523,0.749191718639395,0.747855925301194
Case2_20dB_Pipe8,7.59812862934704,4.02715286161742,0.772629635942786,0.764531135061554
Case1_Clean_Pipe10,1.00374267197414,1.00356141758973,1.00368398653171,1.00106665134714
Case2_20dB_Pipe10,35.190717816327,11.77932590201,0.949897686969205,0.939841960471854
Case3_Outlier_Leak_Pipe1,510.351102056841,65.9336045020285,1.44638326933731,1.34495788964886
Case3_Outlier_Leak_Pipe5,29.1818562446159,6.09530767876822,1.09605792005853,0.967601568947232
