Case,Standard,Chen,EKF_LE,AFEKF
Case1_Clean_Pipe1,1.61578388486318,1.6153242594404,1.61694413995288,1.61086906641918
Case2_20dB_Pipe1,568.270333829397,129.509043070846,1.65801983313348,1.58700001654625
Case1_Clean_Pipe2,1.71742659614072,1.71703920890151,1.71788746989886,1.7111312647632
Case2_20dB_Pipe2,45.0303514224505,41.5501711379166,1.67998944030089,1.64057433371677
Case1_Clean_Pipe3,1.9094266493031,1.90934214029333,1.90983701701919,1.90362362709216
Case2_20dB_Pipe3,52.0695182774278,9.32770376349169,1.87414511821832,1.82412911047157
Case1_Clean_Pipe4,0.872505613040121,0.872472415527283,0.866799127071519,0.866513878057683
Case2_20dB_Pipe4,37.4241305269718,7.77170714518698,0.851267760392301,0.84288636009606
Case1_Clean_Pipe5,0.714379614324599,0.715651501545129,0.715138732289233,0.713891738657788
Case2_20dB_Pipe5,43.5548892708107,5.03520811399154,0.70325436336267,0.687109361151951
Case1_Clean_Pipe7,0.779630381543393,0.780932753059579,0.778954838578763,0.778202049017739
Case2_20dB_Pipe7,38.3620097301471,8.91016602006612,0.773273664798391,0.763832898437504
Case1_Clean_Pipe8,0.742158949088492,0.742044602164567,0.742097834092917,0.742201032565142
Case2_20dB_Pipe8,7.89281189536077,2.55841998474518,0.760413930688311,0.74955776975991
Case1_Clean_Pipe10,0.97147039952723,0.970047604825865,0.972489291988854,0.970881476914372
Case2_20dB_Pipe10,33.319239245767,9.30641620016393,0.93207430508299,0.917895572219073
Case3_Outlier_Leak_Pipe1,592.677723868485,130.344415854169,1.48278541492962,1.34873152494265
Case3_Outlier_Leak_Pipe5,27.144864083982,7.29635549624584,0.877749583970786,0.851068305760859
