Case,Pipe1_Standard,Pipe1_Chen,Pipe1_EKF_LE,Pipe1_AFEKF,Pipe5_Standard,Pipe5_Chen,Pipe5_EKF_LE,Pipe5_AFEKF
Case1_Clean,0.96776382135588,0.967730999880108,0.975130608905016,0.976550269608278,0.497164993400945,0.497054811335651,0.511142038185607,0.539369642025781
Case2_10dB,10.5372179145298,0.922482116699714,0.929983543390093,0.886431996604787,5.79492376619612,0.47972242938835,0.465209675144946,0.479878873969871
Case2_20dB,30.7379284092775,1.27767030265581,1.1780522057483,0.888736513351787,8.03968730931384,0.489365322166312,0.455387779420666,0.498619209048788
Case3_Outlier_Leak,11.7640159594945,1.30766210062794,1.32950042578142,1.26571731300551,5.88319667294854,3.74980304016033,1.61750528831004,1.45237092225988
Case4_Pure_Leak,1.17426946641704,1.16055213379084,1.21287370693181,1.18039486641567,1.70911235271763,3.51377982076977,1.89974448537871,1.48189040950216
