Case,Pipe1_Standard,Pipe1_Chen,Pipe1_EKF_LE,Pipe1_AFEKF,Pipe5_Standard,Pipe5_Chen,Pipe5_EKF_LE,Pipe5_AFEKF,Flow_Standard,Flow_Chen,Flow_EKF_LE,Flow_AFEKF
Case1_Clean,1.41978398773936,1.15000195121582,1.1469206141689,1.15441608373722,0.716723220913643,0.468760430722013,0.469786655047141,0.476686248560663,2.51233779178535,2.39438196726247,2.39496494891822,2.40997081040908
Case2_10dB,14.2006870511631,1.20715618727433,1.25171816985247,1.24131653225521,1.20647036688579,0.451090829114862,0.450668420928868,0.457417555413798,5.05252555363477,2.57286583230394,2.56839562714486,2.58151988098549
Case2_20dB,49.8651878382897,1.67859288685935,1.52333786270398,1.24465614526521,13.171765409622,0.449017102900116,0.524530521222144,0.459921585485466,13.4052813059112,2.60750278830162,2.57774759262688,2.58131278771564
